rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
577862,"Somewhat overbroad, its literal meaning is ""word"" (4)",VERB,,12a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577863,"Passed Spanish painter almost outside Nebraska (4,2)",GONEBY,,14a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577864,Mob I prosecute for plundering (8),BANDITRY,,15a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577865,Toss refuse at showcases (8),FEATURES,,17a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577866,Uninitiated French author/editor is tickled (6),AMUSED,,19a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577867,That woman's a goddess (4),HERA,,22a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577868,Ineffectively deals with topless Pennsylvania people and the French (10),MISHANDLES,,23a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577869,Hold back part of a song (7),REFRAIN,,26a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577870,"Throw back during summer month (4,3)",AREARUG,,27a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577871,Overthrow champion tennis player (5),EVERT,,28a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577872,"To Ed, venue change eventually went smoothly (6,3)",EVENEDOUT,,29a,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577873,Brush off gardener's concern (5),SHRUB,,1d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577874,"Enter secretly with Canadian Indian piece of jewelry (5,2)",CREEPIN,,2d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577875,"Active university fight around cute ""bear"" (2,3,5)",UPANDABOUT,,3d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577876,Former doctor lost honors (6),EXTOLS,,4d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577877,Capitalism anywhere has charm (8),TALISMAN,,5d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577878,Breed's winning move (4),MATE,,6d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577879,Thwart spin doctoring incident (7),PREVENT,,7d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577880,Didn't listen to Diana's doctor during childbirth and watched closely (9),DISOBEYED,,8d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577881,"In Chad, a man developed earliest figures (4,3,3)",ADAMANDEVE,,13d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577882,"Uncanny foresight? Accept it without question (4,5)",GIFTHORSE,,14d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577883,Delaware intended insubordination (8),DEFIANCE,,16d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577884,"Near shooter, somewhat (1,6)",ATRIFLE,,18d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577885,New Orleans is a city inhabited by Italians (7),SALERNO,,20d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577886,Meandering Sherpa is articulate (6),PHRASE,,21d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577887,View subpoena in hearing (5),SIGHT,,24d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
577888,Lacks the power to tilt (4),CANT,,25d,,"NY Times, Sunday, June 27, 2010 Cryptic Crossword",nytimes/C Jun2710.2.puz,nytimes
579409,Pig pens completely sick-looking (6),SALLOW,,1a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579410,"French film director's constant enemy, according to word of mouth (8)",TRUFFAUT,,4a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579411,Gold rush west of a city in Maine (7),AUGUSTA,,9a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579412,Galahad: a man that's somewhat hard to convince (7),ADAMANT,,11a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579413,"Author spoiled American Lit., alas (8,7)",ALISTAIRMACLEAN,,12a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579414,Subject to film (5),TOPIC,,13a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579415,Crazy Lucy on TV lives with jerk (9),BALLISTIC,,15a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579416,"I approach lair with serious purpose (2,7)",INEARNEST,,18a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579417,"Ahead of schedule, like a British nobleman? (5)",EARLY,,19a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579418,"It may offer viable selection! (5,10)",CABLETELEVISION,,21a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579419,Charm of insect that we hear (7),BEWITCH,,25a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579420,Cracker container involved in transaction (7),SALTINE,,26a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579421,Stingray swimming off course (8),STRAYING,,27a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579422,Intelligence is painful (6),SMARTS,,28a,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579423,Marine mammal and land crawler getting closer? (7),SEALANT,,1d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579424,A tip is awfully appealing (9),LAGNIAPPE,,2d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579425,Start of old Nova series explores time's origins (5),ONSET,,3d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579426,Sphere's actual mass (5),REALM,,5d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579427,Antoine's country keeps his team in a sports league (9),FRANCHISE,,6d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579428,Saw Advertising Age (5),ADAGE,,7d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579429,Some thought it a nice big ship (7),TITANIC,,8d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579430,Having a pleasant disposition -- can I do it? (7),AMIABLE,,10d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579431,Tote bags confined in building with wood (9),CARPENTRY,,14d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579432,Those who permit book learning (7),LETTERS,,16d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579433,Dog houses provided something scary (9),TERRIFIER,,17d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579434,"Nightmare in public transportation, with copper aboard (7)",INCUBUS,,18d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579435,New York ballplayers look for no upset (7),YANKEES,,20d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579436,Rustic spot for someone acknowledging applause (5),BOWER,,22d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579437,Irrationally hate Nixon's first name (5),ETHAN,,23d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
579438,I harshly criticize religion (5),ISLAM,,24d,,"NY Times, Sunday, June 25, 2000 Cryptic Crossword",nytimes/C Jun2500.2.puz,nytimes
578039,Scoundrel in back of country house ... (7),VILLAIN,,1a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578040,... pierces Dotty on the nose (7),PRECISE,,5a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578041,"""Star From the East"" features pair of delightful bare models (5)",NUDES,,9a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578042,Check coach during nap (9),RESTRAINT,,10a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578043,Overpower poor boy with pitcher by error (9),SUBJUGATE,,11a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578044,Boy describes a little beauty shop (5),SALON,,12a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578045,Lingerie near menswear (8),NIGHTIES,,13a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578046,Company ready to stock red undergarment for ladies (6),CORSET,,14a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578047,Ship loaded with solid pieces of pottery (6),SHARDS,,17a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578048,Author Ayn embraces some freed from captivity (8),RANSOMED,,19a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578049,Many having bit of fun overhead (5),ALOFT,,23a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578050,Maneuver a nice turn up in the air (9),UNCERTAIN,,25a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578051,Headless worm picked up by baby canary (9),INFORMANT,,26a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578052,Examine car by Tuesday (5),AUDIT,,27a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578053,Devotion to kings and queens switching directions (7),LOYALTY,,28a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578054,Exclusive group's commanding officer finally left Pennsylvania city (7),COTERIE,,29a,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578055,Tangled veins on deer meat (7),VENISON,,1d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578056,Bald guy smashed beetle (7),LADYBUG,,2d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578057,Attacked a seasoned vocal (9),ASSAULTED,,3d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578058,One beginning to raise prices after new recounts (8),NARRATES,,4d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578059,Lots go by rail (6),PASSEL,,5d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578060,Secures vessels in the sound (5),EARNS,,6d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578061,Is Cecil cracking up emotionally unresponsive people? (7),ICICLES,,7d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578062,Former spouse can empty chest no longer in use (7),EXTINCT,,8d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578063,Paying careful attention to braves dancing around chief of Navajos (9),OBSERVANT,,15d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578064,Ran up to bed with one cup of a sleep medicine (8),NARCOTIC,,16d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578065,Dog that is left under bridge (7),SPANIEL,,17d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578066,A ninny flipped over disheartened lady with a cool manner (7),ALOOFLY,,18d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578067,Wind is harsher around Delaware's capital (7),MEANDER,,20d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578068,Kitchen set strangely tinted with hint of ecru (7),DINETTE,,21d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578069,"Oddly, swung fairly sweet (6)",SUGARY,,22d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
578070,Twenty rollicking around alpine region (5),TYROL,,24d,,"NY Times, Sunday, June 23, 2013 Cryptic Crossword",nytimes/C Jun2313.2.puz,nytimes
577270,Rookie reformer's goal (6),NOVICE,,1a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577271,Read the signs in San Diego at random (8),DIAGNOSE,,4a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577272,Shabby summary (7),RUNDOWN,,10a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577273,Twister ripped bustle (7),TORNADO,,11a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577274,"Herb really could be an Oscar winner (5,5)",HALLEBERRY,,12a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577275,Wickedly evil! (4),VILE,,13a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577276,Uncompromising fellow in reverse flourish (7),ADAMANT,,15a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577277,Ring the writer left before running errand (7),LARDNER,,17a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577278,Essayist and poet are rudely interrupting you (7),THOREAU,,19a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577279,Returning to look for no Americans (7),YANKEES,,21a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577280,"Top athletics: boxing, track (4)",PATH,,23a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577281,"Cowboy, e.g., captured by Indians comes closer (10)",APPROACHES,,24a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577282,Wild stuff to puff (7),RAMPANT,,27a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577283,Insect queen retracted feeler (7),ANTENNA,,28a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577284,Special school is near my base (8),SEMINARY,,29a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577285,Commercial opening for period before Christmas (6),ADVENT,,30a,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577286,Street follows another strange direction (9),NORTHEAST,,1d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577287,Mexican bandit eating one kind of bean (7),VANILLA,,2d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577288,Caskmaker and a Kennedy worked together (10),COOPERATED,,3d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577289,Liberal party line: give-and-take (9),INTERPLAY,,5d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577290,"Pierce, a man who was vice president (4)",GORE,,6d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577291,Formal speech or a note planned (7),ORATION,,7d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577292,Call up the night before about fine (5),EVOKE,,8d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577293,"Penny, perhaps, is mountain-climbing (4)",ANTE,,9d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577294,Answer in pamphlet editor negotiated (10),TRANSACTED,,14d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577295,More honest about army cop and French horn player (9),TRUMPETER,,16d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577296,"Stubborn, nasty stain in part that's left (9)",RESISTANT,,18d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577297,Best to pick one flower (7),OPTIMUM,,20d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577298,Two points he can possibly strengthen (7),ENHANCE,,22d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577299,Norm is a Trojan prince (5),PARIS,,23d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577300,Bring up what is sometimes brought up (4),REAR,,25d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
577301,Long after the first win (4),EARN,,26d,,"NY Times, Sunday, June 22, 2003 Cryptic Crossword",nytimes/C Jun2203.2.puz,nytimes
576618,Become less effervescent (7),FLATTER,,1a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576619,"Extremely desperate, the German pursues entry (2-2-3)",DOORDIE,,5a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576620,Steal from crooked flier (5),RIFLE,,9a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576621,"Famous film actor from Missouri competes with sailor (5,4)",MOVIESTAR,,10a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576622,Finds a hunter's quivers (8),UNEARTHS,,11a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576623,"Doctor, conservative, reversed disease affecting trees (3,3)",DRYROT,,12a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576624,A quail that's gray (4),ASHY,,14a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576625,Twisted coach limps for effect (10),ACCOMPLISH,,15a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576626,"Butcher held antler, spellbound (10)",ENTHRALLED,,18a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576627,Settlement wrapped up in a hearing (4),PACT,,19a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576628,"Timeless yearning for old philosophical text (1,5)",ICHING,,21a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576629,Order to produce cooked bean soup (8),SUBPOENA,,22a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576630,Love commercial and love allowance (9),ADORATION,,24a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576631,Greek character at the ruins (5),THETA,,25a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576632,"Rest a little and catch some rays, having won $1,000 and a summer in France (4,3)",TAKETEN,,26a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576633,Pie orts dirtied counter (7),RIPOSTE,,27a,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576634,Lucky specialty: catching fish (9),FORTUNATE,,1d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576635,"Director from Florida upset and embarrassed by difficulty with rooster (6,9)",ALFREDHITCHCOCK,,2d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576636,They collect money and what belongs to them (6),THEIRS,,3d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576637,Bertram's hack left pens in terrible condition (10),RAMSHACKLE,,4d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576638,Dropped peace sign (4),DOVE,,5d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576639,Near-rotten doctor I reprove (8),OVERRIPE,,6d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576640,Rolling die near men tests predictability (15),DETERMINATENESS,,7d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576641,Feel sorry for decapitated bird (5),EGRET,,8d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576642,Father is more entertaining around two hospital areas (10),FORERUNNER,,13d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576643,"Popular songs blasted apartheid (3,6)",HITPARADE,,16d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576644,Execute secretive government group infiltrating piece of land (8),TRANSACT,,17d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576645,"Have a meal, swallowing seed, and regurgitate (4,2)",SPITUP,,20d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576646,To sleep in that thing is not suitable (5),INAPT,,21d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576647,Describe shell of lima bean (4),LIMN,,23d,,"NY Times, Sunday, June 14, 2009 Cryptic Crossword",nytimes/C Jun1409.2.puz,nytimes
576306,Bury catch where surfers hang out? (8),INTERNET,,1a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576307,"Past, present, and future strains (6)",TENSES,,5a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576308,"Young buck from Hollywood with Italian babe? No, no! (5)",BAMBI,,9a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576309,Make out in car seat with abandon (9),ASCERTAIN,,10a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576310,Returning guest never reveals things that happened (6),EVENTS,,12a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576311,One manuscript contains the songs (7),ANTHEMS,,13a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576312,"Drunken totter deceives shop security person (5,9)",STOREDETECTIVE,,15a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576313,"A quartet guys steered clear of, I say (and said before) (14)",AFOREMENTIONED,,17a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576314,"Notwithstanding shot, pet dies (7)",DESPITE,,21a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576315,"Says ""MA"" and ""PA,"" for example (6)",STATES,,22a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576316,Chop suey sells unprofitably (9),USELESSLY,,24a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576317,Returned a Spanish greeting for a Hawaiian one (5),ALOHA,,25a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576318,Nun held in chains is terrified (6),SISTER,,26a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576319,"Bruised and baffled, writing ""true"" instead of ""false"" (8)",CONTUSED,,27a,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576320,I pay attention to blushing native (6),INBRED,,1d,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576321,Met climbing vermin with oddly sensuous violence (15),TEMPESTUOUSNESS,,2d,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576322,Rock and roll accommodating one (7),ROISTER,,3d,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
576323,You were in the Vatican Times (4),ERAS,,4d,,"NY Times, Sunday, June 13, 1999 Cryptic Crossword",nytimes/C Jun1399.2.puz,nytimes
